team_id,url_for_year,Season,Lg,Team,GP,W,L,T,OL,PTS,PTS%,SRS,SOS,Finish,Playoffs,Coaches
STE,http://www.hockey-reference.com/teams/STE/1935.html,1934-35,NHL,St. Louis Eagles,48,11,31,6,,28,.292,-1.08,0.13,5th,,G. Boucher,E. Gerard
