team_id,url_for_year,Season,Lg,Team,GP,W,L,T,OL,PTS,PTS%,SRS,SOS,Finish,Playoffs,Coaches,date_index,won_stanley_cup
DAL,http://www.hockey-reference.com/teams/DAL/2003.html,2002-03,NHL,Dallas Stars,82,46,17,15,4,111,.677,0.94,0.01,1st,Lost NHL Conference Semi-Finals,D. Tippett,01/01/2002,0
DAL,http://www.hockey-reference.com/teams/DAL/2002.html,2001-02,NHL,Dallas Stars,82,36,28,13,5,90,.549,0.09,0.07,4th,,K. Hitchcock,01/01/2001,0
DAL,http://www.hockey-reference.com/teams/DAL/2001.html,2000-01,NHL,Dallas Stars,82,48,24,8,2,106,.646,0.68,0.02,1st,Lost NHL Conference Semi-Finals,K. Hitchcock,01/01/2000,0
DAL,http://www.hockey-reference.com/teams/DAL/2000.html,1999-00,NHL,Dallas Stars,82,43,23,10,6,102,.622,0.41,0.08,1st,Lost Stanley Cup Finals,K. Hitchcock,01/01/1999,0
DAL,http://www.hockey-reference.com/teams/DAL/1999.html,1998-99,NHL,Dallas Stars,82,51,19,12,0,114,.695,0.76,-0.07,1st,<strong>Won Stanley Cup Finals</strong>,K. Hitchcock,01/01/1998,1
DAL,http://www.hockey-reference.com/teams/DAL/1998.html,1997-98,NHL,Dallas Stars,82,49,22,11,0,109,.665,0.88,-0.03,1st,Lost NHL Conference Finals,K. Hitchcock,01/01/1997,0
DAL,http://www.hockey-reference.com/teams/DAL/1997.html,1996-97,NHL,Dallas Stars,82,48,26,8,0,104,.634,0.64,-0.02,1st,Lost NHL Conference Quarter-Finals,K. Hitchcock,01/01/1996,0
DAL,http://www.hockey-reference.com/teams/DAL/1996.html,1995-96,NHL,Dallas Stars,82,26,42,14,0,66,.402,-0.60,0.05,6th,,B. Gainey,01/01/1995,0
DAL,http://www.hockey-reference.com/teams/DAL/1995.html,1994-95,NHL,Dallas Stars,48,17,23,8,0,42,.438,0.07,0.05,5th,Lost NHL Conference Quarter-Finals,B. Gainey,01/01/1994,0
DAL,http://www.hockey-reference.com/teams/DAL/1994.html,1993-94,NHL,Dallas Stars,84,42,29,13,0,97,.577,0.20,-0.05,3rd,Lost NHL Conference Semi-Finals,B. Gainey,01/01/1993,0
DAL,http://www.hockey-reference.com/teams/MNS/1993.html,1992-93,NHL,Minnesota North Stars,84,36,38,10,0,82,.488,-0.21,0.04,5th,,B. Gainey,01/01/1992,0
DAL,http://www.hockey-reference.com/teams/MNS/1992.html,1991-92,NHL,Minnesota North Stars,80,32,42,6,0,70,.438,-0.37,0.04,4th,Lost NHL Division Semi-Finals,B. Gainey,01/01/1991,0
DAL,http://www.hockey-reference.com/teams/MNS/1991.html,1990-91,NHL,Minnesota North Stars,80,27,39,14,0,68,.425,-0.10,0.03,4th,Lost Stanley Cup Finals,B. Gainey,01/01/1990,0
DAL,http://www.hockey-reference.com/teams/MNS/1990.html,1989-90,NHL,Minnesota North Stars,80,36,40,4,0,76,.475,-0.10,-0.02,4th,Lost NHL Division Semi-Finals,P. Page,01/01/1989,0
DAL,http://www.hockey-reference.com/teams/MNS/1989.html,1988-89,NHL,Minnesota North Stars,80,27,37,16,0,70,.438,-0.37,-0.12,3rd,Lost NHL Division Semi-Finals,P. Page,01/01/1988,0
DAL,http://www.hockey-reference.com/teams/MNS/1988.html,1987-88,NHL,Minnesota North Stars,80,19,48,13,0,51,.319,-1.38,-0.05,5th,,H. Brooks,01/01/1987,0
DAL,http://www.hockey-reference.com/teams/MNS/1987.html,1986-87,NHL,Minnesota North Stars,80,30,40,10,0,70,.438,-0.29,-0.07,5th,,L. Henning,01/01/1986,0
DAL,http://www.hockey-reference.com/teams/MNS/1986.html,1985-86,NHL,Minnesota North Stars,80,38,33,9,0,85,.531,0.08,-0.20,2nd,Lost NHL Division Semi-Finals,L. Henning,01/01/1985,0
DAL,http://www.hockey-reference.com/teams/MNS/1985.html,1984-85,NHL,Minnesota North Stars,80,25,43,12,0,62,.388,-0.77,-0.10,4th,Lost NHL Division Finals,B. Mahoney,01/01/1984,0
DAL,http://www.hockey-reference.com/teams/MNS/1984.html,1983-84,NHL,Minnesota North Stars,80,39,31,10,0,88,.550,-0.14,-0.15,1st,Lost NHL Conference Finals,B. Mahoney,01/01/1983,0
DAL,http://www.hockey-reference.com/teams/MNS/1983.html,1982-83,NHL,Minnesota North Stars,80,40,24,16,0,96,.600,0.31,-0.08,2nd,Lost NHL Division Finals,G. Sonmor,01/01/1982,0
DAL,http://www.hockey-reference.com/teams/MNS/1982.html,1981-82,NHL,Minnesota North Stars,80,37,23,20,0,94,.588,0.53,-0.19,1st,Lost NHL Division Semi-Finals,G. Sonmor,01/01/1981,0
DAL,http://www.hockey-reference.com/teams/MNS/1981.html,1980-81,NHL,Minnesota North Stars,80,35,28,17,0,87,.544,0.33,-0.02,3rd,Lost Stanley Cup Finals,G. Sonmor,01/01/1980,0
DAL,http://www.hockey-reference.com/teams/MNS/1980.html,1979-80,NHL,Minnesota North Stars,80,36,28,16,0,88,.550,0.69,-0.04,3rd,Lost NHL Semi-Finals,G. Sonmor,01/01/1979,0
DAL,http://www.hockey-reference.com/teams/MNS/1979.html,1978-79,NHL,Minnesota North Stars,80,28,40,12,0,68,.425,-0.40,0.00,4th,,H. Howell,01/01/1978,0
DAL,http://www.hockey-reference.com/teams/MNS/1978.html,1977-78,NHL,Minnesota North Stars,80,18,53,9,0,45,.281,-1.31,0.03,5th,,T. Harris,01/01/1977,0
DAL,http://www.hockey-reference.com/teams/MNS/1977.html,1976-77,NHL,Minnesota North Stars,80,23,39,18,0,64,.400,-0.88,-0.01,2nd,Lost NHL Preliminary Round,T. Harris,01/01/1976,0
DAL,http://www.hockey-reference.com/teams/MNS/1976.html,1975-76,NHL,Minnesota North Stars,80,20,53,7,0,47,.294,-1.32,0.03,4th,,T. Harris,01/01/1975,0
DAL,http://www.hockey-reference.com/teams/MNS/1975.html,1974-75,NHL,Minnesota North Stars,80,23,50,7,0,53,.331,-1.43,0.07,4th,,J. Gordon,01/01/1974,0
DAL,http://www.hockey-reference.com/teams/MNS/1974.html,1973-74,NHL,Minnesota North Stars,78,23,38,17,0,63,.404,-0.49,0.03,7th,,J. Gordon,01/01/1973,0
DAL,http://www.hockey-reference.com/teams/MNS/1973.html,1972-73,NHL,Minnesota North Stars,78,37,30,11,0,85,.545,0.29,-0.02,3rd,Lost NHL Quarter-Finals,J. Gordon,01/01/1972,0
DAL,http://www.hockey-reference.com/teams/MNS/1972.html,1971-72,NHL,Minnesota North Stars,78,37,29,12,0,86,.551,0.25,-0.02,2nd,Lost NHL Quarter-Finals,J. Gordon,01/01/1971,0
DAL,http://www.hockey-reference.com/teams/MNS/1971.html,1970-71,NHL,Minnesota North Stars,78,28,34,16,0,72,.462,-0.38,0.03,4th,Lost NHL Semi-Finals,J. Gordon,01/01/1970,0
DAL,http://www.hockey-reference.com/teams/MNS/1970.html,1969-70,NHL,Minnesota North Stars,76,19,35,22,0,60,.395,-0.48,-0.05,3rd,Lost NHL Quarter-Finals,W. Blair,01/01/1969,0
DAL,http://www.hockey-reference.com/teams/MNS/1969.html,1968-69,NHL,Minnesota North Stars,76,18,43,15,0,51,.336,-1.05,0.02,6th,,W. Blair,01/01/1968,0
DAL,http://www.hockey-reference.com/teams/MNS/1968.html,1967-68,NHL,Minnesota North Stars,74,27,32,15,0,69,.466,-0.66,-0.19,4th,Lost NHL Semi-Finals,W. Blair,01/01/1967,0
DET,http://www.hockey-reference.com/teams/DET/2012.html,2011-12,NHL,Detroit Red Wings,82,48,28,0,6,102,.622,0.55,0.00,3rd,Lost NHL Conference Quarter-Finals,M. Babcock,01/01/2011,0
DET,http://www.hockey-reference.com/teams/DET/2011.html,2010-11,NHL,Detroit Red Wings,82,47,25,0,10,104,.634,0.27,0.03,1st,Lost NHL Conference Semi-Finals,M. Babcock,01/01/2010,0
DET,http://www.hockey-reference.com/teams/DET/2010.html,2009-10,NHL,Detroit Red Wings,82,44,24,0,14,102,.622,0.23,0.07,2nd,Lost NHL Conference Semi-Finals,M. Babcock,01/01/2009,0
DET,http://www.hockey-reference.com/teams/DET/2009.html,2008-09,NHL,Detroit Red Wings,82,51,21,0,10,112,.683,0.62,0.00,1st,Lost Stanley Cup Finals,M. Babcock,01/01/2008,0
DET,http://www.hockey-reference.com/teams/DET/2008.html,2007-08,NHL,Detroit Red Wings,82,54,21,0,7,115,.701,0.93,0.04,1st,<strong>Won Stanley Cup Finals</strong>,M. Babcock,01/01/2007,1
DET,http://www.hockey-reference.com/teams/DET/2007.html,2006-07,NHL,Detroit Red Wings,82,50,19,0,13,113,.689,0.72,0.05,1st,Lost NHL Conference Finals,M. Babcock,01/01/2006,0
DET,http://www.hockey-reference.com/teams/DET/2006.html,2005-06,NHL,Detroit Red Wings,82,58,16,0,8,124,.756,1.03,-0.14,1st,Lost NHL Conference Quarter-Finals,M. Babcock,01/01/2005,0
DET,http://www.hockey-reference.com/teams/DET/2004.html,2003-04,NHL,Detroit Red Wings,82,48,21,11,2,109,.665,0.72,-0.09,1st,Lost NHL Conference Semi-Finals,D. Lewis,01/01/2003,0
DET,http://www.hockey-reference.com/teams/DET/2003.html,2002-03,NHL,Detroit Red Wings,82,48,20,10,4,110,.671,0.85,0.05,1st,Lost NHL Conference Quarter-Finals,D. Lewis,01/01/2002,0
DET,http://www.hockey-reference.com/teams/DET/2002.html,2001-02,NHL,Detroit Red Wings,82,51,17,10,4,116,.707,0.83,0.05,1st,<strong>Won Stanley Cup Finals</strong>,S. Bowman,01/01/2001,1
DET,http://www.hockey-reference.com/teams/DET/2001.html,2000-01,NHL,Detroit Red Wings,82,49,20,9,4,111,.677,0.63,0.01,1st,Lost NHL Conference Quarter-Finals,S. Bowman,01/01/2000,0
DET,http://www.hockey-reference.com/teams/DET/2000.html,1999-00,NHL,Detroit Red Wings,82,48,22,10,2,108,.659,0.88,0.05,2nd,Lost NHL Conference Semi-Finals,S. Bowman,01/01/1999,0
DET,http://www.hockey-reference.com/teams/DET/1999.html,1998-99,NHL,Detroit Red Wings,82,43,32,7,0,93,.567,0.46,-0.06,1st,Lost NHL Conference Semi-Finals,D. Lewis,01/01/1998,0
DET,http://www.hockey-reference.com/teams/DET/1998.html,1997-98,NHL,Detroit Red Wings,82,44,23,15,0,103,.628,0.64,-0.02,2nd,<strong>Won Stanley Cup Finals</strong>,S. Bowman,01/01/1997,1
DET,http://www.hockey-reference.com/teams/DET/1997.html,1996-97,NHL,Detroit Red Wings,82,38,26,18,0,94,.573,0.66,-0.03,2nd,<strong>Won Stanley Cup Finals</strong>,S. Bowman,01/01/1996,1
DET,http://www.hockey-reference.com/teams/DET/1996.html,1995-96,NHL,Detroit Red Wings,82,62,13,7,0,131,.799,1.64,-0.11,1st,Lost NHL Conference Finals,S. Bowman,01/01/1995,0
DET,http://www.hockey-reference.com/teams/DET/1995.html,1994-95,NHL,Detroit Red Wings,48,33,11,4,0,70,.729,1.24,-0.08,1st,Lost Stanley Cup Finals,S. Bowman,01/01/1994,0
DET,http://www.hockey-reference.com/teams/DET/1994.html,1993-94,NHL,Detroit Red Wings,84,46,30,8,0,100,.595,0.89,-0.08,1st,Lost NHL Conference Quarter-Finals,S. Bowman,01/01/1993,0
DET,http://www.hockey-reference.com/teams/DET/1993.html,1992-93,NHL,Detroit Red Wings,84,47,28,9,0,103,.613,0.99,-0.07,2nd,Lost NHL Division Semi-Finals,B. Murray,01/01/1992,0
DET,http://www.hockey-reference.com/teams/DET/1992.html,1991-92,NHL,Detroit Red Wings,80,43,25,12,0,98,.613,0.74,-0.06,1st,Lost NHL Division Finals,B. Murray,01/01/1991,0
DET,http://www.hockey-reference.com/teams/DET/1991.html,1990-91,NHL,Detroit Red Wings,80,34,38,8,0,76,.475,-0.27,0.05,3rd,Lost NHL Division Semi-Finals,B. Murray,01/01/1990,0
DET,http://www.hockey-reference.com/teams/DET/1990.html,1989-90,NHL,Detroit Red Wings,80,28,38,14,0,70,.438,-0.42,0.02,5th,,J. Demers,01/01/1989,0
DET,http://www.hockey-reference.com/teams/DET/1989.html,1988-89,NHL,Detroit Red Wings,80,34,34,12,0,80,.500,-0.17,-0.14,1st,Lost NHL Division Semi-Finals,J. Demers,01/01/1988,0
DET,http://www.hockey-reference.com/teams/DET/1988.html,1987-88,NHL,Detroit Red Wings,80,41,28,11,0,93,.581,0.44,-0.23,1st,Lost NHL Conference Finals,J. Demers,01/01/1987,0
DET,http://www.hockey-reference.com/teams/DET/1987.html,1986-87,NHL,Detroit Red Wings,80,34,36,10,0,78,.488,-0.25,-0.07,2nd,Lost NHL Conference Finals,J. Demers,01/01/1986,0
DET,http://www.hockey-reference.com/teams/DET/1986.html,1985-86,NHL,Detroit Red Wings,80,17,57,6,0,40,.250,-1.86,0.00,5th,,H. Neale,01/01/1985,0
DET,http://www.hockey-reference.com/teams/DET/1985.html,1984-85,NHL,Detroit Red Wings,80,27,41,12,0,66,.413,-0.66,-0.11,3rd,Lost NHL Division Semi-Finals,N. Polano,01/01/1984,0
DET,http://www.hockey-reference.com/teams/DET/1984.html,1983-84,NHL,Detroit Red Wings,80,31,42,7,0,69,.431,-0.43,-0.12,3rd,Lost NHL Division Semi-Finals,N. Polano,01/01/1983,0
DET,http://www.hockey-reference.com/teams/DET/1983.html,1982-83,NHL,Detroit Red Wings,80,21,44,15,0,57,.356,-0.96,0.05,5th,,N. Polano,01/01/1982,0
DET,http://www.hockey-reference.com/teams/DET/1982.html,1981-82,NHL,Detroit Red Wings,80,21,47,12,0,54,.338,-1.07,-0.05,6th,,W. Maxner,01/01/1981,0
DET,http://www.hockey-reference.com/teams/DET/1981.html,1980-81,NHL,Detroit Red Wings,80,19,43,18,0,56,.350,-1.04,0.05,5th,,T. Lindsay,01/01/1980,0
DET,http://www.hockey-reference.com/teams/DET/1980.html,1979-80,NHL,Detroit Red Wings,80,26,43,11,0,63,.394,-0.45,0.02,5th,,B. Kromm,01/01/1979,0
DET,http://www.hockey-reference.com/teams/DET/1979.html,1978-79,NHL,Detroit Red Wings,80,23,41,16,0,62,.388,-0.47,0.07,5th,,B. Kromm,01/01/1978,0
DET,http://www.hockey-reference.com/teams/DET/1978.html,1977-78,NHL,Detroit Red Wings,80,32,34,14,0,78,.488,-0.15,0.02,2nd,Lost NHL Quarter-Finals,B. Kromm,01/01/1977,0
DET,http://www.hockey-reference.com/teams/DET/1977.html,1976-77,NHL,Detroit Red Wings,80,16,55,9,0,41,.256,-1.44,0.14,5th,,A. Delvecchio,01/01/1976,0
DET,http://www.hockey-reference.com/teams/DET/1976.html,1975-76,NHL,Detroit Red Wings,80,26,44,10,0,62,.388,-0.85,0.08,4th,,D. Barkley,01/01/1975,0
DET,http://www.hockey-reference.com/teams/DET/1975.html,1974-75,NHL,Detroit Red Wings,80,23,45,12,0,58,.363,-0.89,0.06,4th,,A. Delvecchio,01/01/1974,0
DET,http://www.hockey-reference.com/teams/DET/1974.html,1973-74,NHL,Detroit Red Wings,78,29,39,10,0,68,.436,-0.75,0.07,6th,,T. Garvin,01/01/1973,0
DET,http://www.hockey-reference.com/teams/DET/1973.html,1972-73,NHL,Detroit Red Wings,78,37,29,12,0,86,.551,0.27,-0.02,5th,,J. Wilson,01/01/1972,0
DET,http://www.hockey-reference.com/teams/DET/1972.html,1971-72,NHL,Detroit Red Wings,78,33,35,10,0,76,.487,-0.01,0.00,5th,,D. Barkley,01/01/1971,0
DET,http://www.hockey-reference.com/teams/DET/1971.html,1970-71,NHL,Detroit Red Wings,78,22,45,11,0,55,.353,-1.18,0.09,7th,,N. Harkness,01/01/1970,0
DET,http://www.hockey-reference.com/teams/DET/1970.html,1969-70,NHL,Detroit Red Wings,76,40,21,15,0,95,.625,0.65,0.03,3rd,Lost NHL Quarter-Finals,B. Gadsby,01/01/1969,0
DET,http://www.hockey-reference.com/teams/DET/1969.html,1968-69,NHL,Detroit Red Wings,76,33,31,12,0,78,.513,0.30,0.06,5th,,B. Gadsby,01/01/1968,0
DET,http://www.hockey-reference.com/teams/DET/1968.html,1967-68,NHL,Detroit Red Wings,74,27,35,12,0,66,.446,0.10,0.27,6th,,S. Abel,01/01/1967,0
DET,http://www.hockey-reference.com/teams/DET/1967.html,1966-67,NHL,Detroit Red Wings,70,27,39,4,0,58,.414,-0.35,0.07,5th,,S. Abel,01/01/1966,0
DET,http://www.hockey-reference.com/teams/DET/1966.html,1965-66,NHL,Detroit Red Wings,70,31,27,12,0,74,.529,0.32,-0.07,4th,Lost Stanley Cup Finals,S. Abel,01/01/1965,0
DET,http://www.hockey-reference.com/teams/DET/1965.html,1964-65,NHL,Detroit Red Wings,70,40,23,7,0,87,.621,0.58,-0.12,1st,Lost NHL Semi-Finals,S. Abel,01/01/1964,0
DET,http://www.hockey-reference.com/teams/DET/1964.html,1963-64,NHL,Detroit Red Wings,70,30,29,11,0,71,.507,-0.16,0.03,4th,Lost Stanley Cup Finals,S. Abel,01/01/1963,0
DET,http://www.hockey-reference.com/teams/DET/1963.html,1962-63,NHL,Detroit Red Wings,70,32,25,13,0,77,.550,0.07,-0.01,4th,Lost Stanley Cup Finals,S. Abel,01/01/1962,0
DET,http://www.hockey-reference.com/teams/DET/1962.html,1961-62,NHL,Detroit Red Wings,70,23,33,14,0,60,.429,-0.42,0.08,5th,,S. Abel,01/01/1961,0
DET,http://www.hockey-reference.com/teams/DET/1961.html,1960-61,NHL,Detroit Red Wings,70,25,29,16,0,66,.471,-0.24,0.05,4th,Lost Stanley Cup Finals,S. Abel,01/01/1960,0
DET,http://www.hockey-reference.com/teams/DET/1960.html,1959-60,NHL,Detroit Red Wings,70,26,29,15,0,67,.479,-0.13,0.03,4th,Lost NHL Semi-Finals,S. Abel,01/01/1959,0
DET,http://www.hockey-reference.com/teams/DET/1959.html,1958-59,NHL,Detroit Red Wings,70,25,37,8,0,58,.414,-0.61,0.12,6th,,S. Abel,01/01/1958,0
DET,http://www.hockey-reference.com/teams/DET/1958.html,1957-58,NHL,Detroit Red Wings,70,29,29,12,0,70,.500,-0.37,0.07,3rd,Lost NHL Semi-Finals,J. Skinner,01/01/1957,0
DET,http://www.hockey-reference.com/teams/DET/1957.html,1956-57,NHL,Detroit Red Wings,70,38,20,12,0,88,.629,0.49,-0.10,1st,Lost NHL Semi-Finals,J. Skinner,01/01/1956,0
DET,http://www.hockey-reference.com/teams/DET/1956.html,1955-56,NHL,Detroit Red Wings,70,30,24,16,0,76,.543,0.42,-0.08,2nd,Lost Stanley Cup Finals,J. Skinner,01/01/1955,0
DET,http://www.hockey-reference.com/teams/DET/1955.html,1954-55,NHL,Detroit Red Wings,70,42,17,11,0,95,.679,0.83,-0.17,1st,<strong>Won Stanley Cup Finals</strong>,J. Skinner,01/01/1954,1
DET,http://www.hockey-reference.com/teams/DET/1954.html,1953-54,NHL,Detroit Red Wings,70,37,19,14,0,88,.629,0.70,-0.14,1st,<strong>Won Stanley Cup Finals</strong>,T. Ivan,01/01/1953,1
DET,http://www.hockey-reference.com/teams/DET/1953.html,1952-53,NHL,Detroit Red Wings,70,36,16,18,0,90,.643,1.06,-0.21,1st,Lost NHL Semi-Finals,T. Ivan,01/01/1952,0
DET,http://www.hockey-reference.com/teams/DET/1952.html,1951-52,NHL,Detroit Red Wings,70,44,14,12,0,100,.714,0.98,-0.20,1st,<strong>Won Stanley Cup Finals</strong>,T. Ivan,01/01/1951,1
DET,http://www.hockey-reference.com/teams/DET/1951.html,1950-51,NHL,Detroit Red Wings,70,44,13,13,0,101,.721,1.16,-0.23,1st,Lost NHL Semi-Finals,T. Ivan,01/01/1950,0
DET,http://www.hockey-reference.com/teams/DET/1950.html,1949-50,NHL,Detroit Red Wings,70,37,19,14,0,88,.629,0.78,-0.15,1st,<strong>Won Stanley Cup Finals</strong>,T. Ivan,01/01/1949,1
DET,http://www.hockey-reference.com/teams/DET/1949.html,1948-49,NHL,Detroit Red Wings,60,34,19,7,0,75,.625,0.69,-0.14,1st,Lost Stanley Cup Finals,T. Ivan,01/01/1948,0
DET,http://www.hockey-reference.com/teams/DET/1948.html,1947-48,NHL,Detroit Red Wings,60,30,18,12,0,72,.600,0.54,-0.11,2nd,Lost Stanley Cup Finals,T. Ivan,01/01/1947,0
DET,http://www.hockey-reference.com/teams/DET/1947.html,1946-47,NHL,Detroit Red Wings,60,22,27,11,0,55,.458,-0.04,0.01,4th,Lost NHL Semi-Finals,J. Adams,01/01/1946,0
DET,http://www.hockey-reference.com/teams/DET/1946.html,1945-46,NHL,Detroit Red Wings,50,20,20,10,0,50,.500,-0.22,0.04,4th,Lost NHL Semi-Finals,J. Adams,01/01/1945,0
DET,http://www.hockey-reference.com/teams/DET/1945.html,1944-45,NHL,Detroit Red Wings,50,31,14,5,0,67,.670,0.95,-0.19,2nd,Lost Stanley Cup Finals,J. Adams,01/01/1944,0
DET,http://www.hockey-reference.com/teams/DET/1944.html,1943-44,NHL,Detroit Red Wings,50,26,18,6,0,58,.580,0.62,-0.12,2nd,Lost NHL Semi-Finals,J. Adams,01/01/1943,0
DET,http://www.hockey-reference.com/teams/DET/1943.html,1942-43,NHL,Detroit Red Wings,50,25,14,11,0,61,.610,0.75,-0.15,1st,<strong>Won Stanley Cup Finals</strong>,J. Adams,01/01/1942,1
DET,http://www.hockey-reference.com/teams/DET/1942.html,1941-42,NHL,Detroit Red Wings,48,19,25,4,0,42,.438,-0.13,0.02,5th,Lost Stanley Cup Finals,J. Adams,01/01/1941,0
DET,http://www.hockey-reference.com/teams/DET/1941.html,1940-41,NHL,Detroit Red Wings,48,21,16,11,0,53,.552,0.18,-0.03,3rd,Lost Stanley Cup Finals,J. Adams,01/01/1940,0
DET,http://www.hockey-reference.com/teams/DET/1940.html,1939-40,NHL,Detroit Red Wings,48,16,26,6,0,38,.396,-0.63,0.10,5th,Lost NHL Semi-Finals,J. Adams,01/01/1939,0
DET,http://www.hockey-reference.com/teams/DET/1939.html,1938-39,NHL,Detroit Red Wings,48,18,24,6,0,42,.438,-0.38,0.06,5th,Lost NHL Semi-Finals,J. Adams,01/01/1938,0
DET,http://www.hockey-reference.com/teams/DET/1938.html,1937-38,NHL,Detroit Red Wings,48,12,25,11,0,35,.365,-0.58,0.12,4th,,J. Adams,01/01/1937,0
DET,http://www.hockey-reference.com/teams/DET/1937.html,1936-37,NHL,Detroit Red Wings,48,25,14,9,0,59,.615,0.48,-0.07,1st,<strong>Won Stanley Cup Finals</strong>,J. Adams,01/01/1936,1
DET,http://www.hockey-reference.com/teams/DET/1936.html,1935-36,NHL,Detroit Red Wings,48,24,16,8,0,56,.583,0.39,-0.04,1st,<strong>Won Stanley Cup Finals</strong>,J. Adams,01/01/1935,1
DET,http://www.hockey-reference.com/teams/DET/1935.html,1934-35,NHL,Detroit Red Wings,48,19,22,7,0,45,.469,0.24,-0.03,4th,,J. Adams,01/01/1934,0
DET,http://www.hockey-reference.com/teams/DET/1934.html,1933-34,NHL,Detroit Red Wings,48,24,14,10,0,58,.604,0.28,-0.04,1st,Lost Stanley Cup Finals,J. Adams,01/01/1933,0
DET,http://www.hockey-reference.com/teams/DET/1933.html,1932-33,NHL,Detroit Red Wings,48,25,15,8,0,58,.604,0.33,-0.04,2nd,Lost NHL Semi-Finals,J. Adams,01/01/1932,0
DET,http://www.hockey-reference.com/teams/DTF/1932.html,1931-32,NHL,Detroit Falcons,48,18,20,10,0,46,.479,-0.23,0.04,3rd,Lost NHL Quarter-Finals,J. Adams,01/01/1931,0
DET,http://www.hockey-reference.com/teams/DTF/1931.html,1930-31,NHL,Detroit Falcons,44,16,21,7,0,39,.443,-0.07,0.00,4th,,J. Adams,01/01/1930,0
DET,http://www.hockey-reference.com/teams/DTC/1930.html,1929-30,NHL,Detroit Cougars,44,14,24,6,0,34,.386,-0.34,0.03,4th,,J. Adams,01/01/1929,0
DET,http://www.hockey-reference.com/teams/DTC/1929.html,1928-29,NHL,Detroit Cougars,44,19,16,9,0,47,.534,0.15,-0.06,3rd,Lost NHL Quarter-Finals,J. Adams,01/01/1928,0
DET,http://www.hockey-reference.com/teams/DTC/1928.html,1927-28,NHL,Detroit Cougars,44,19,19,6,0,44,.500,0.14,-0.07,4th,,J. Adams,01/01/1927,0
DET,http://www.hockey-reference.com/teams/DTC/1927.html,1926-27,NHL,Detroit Cougars,44,12,28,4,0,28,.318,-0.61,0.05,5th,,A. Duncan,01/01/1926,0
EDM,http://www.hockey-reference.com/teams/EDM/2012.html,2011-12,NHL,Edmonton Oilers,82,32,40,0,10,74,.451,-0.32,0.01,5th,,T. Renney,01/01/2011,0
EDM,http://www.hockey-reference.com/teams/EDM/2011.html,2010-11,NHL,Edmonton Oilers,82,25,45,0,12,62,.378,-0.87,0.06,5th,,T. Renney,01/01/2010,0
EDM,http://www.hockey-reference.com/teams/EDM/2010.html,2009-10,NHL,Edmonton Oilers,82,27,47,0,8,62,.378,-0.76,0.09,5th,,P. Quinn,01/01/2009,0
EDM,http://www.hockey-reference.com/teams/EDM/2009.html,2008-09,NHL,Edmonton Oilers,82,38,35,0,9,85,.518,-0.16,0.01,4th,,C. MacTavish,01/01/2008,0
EDM,http://www.hockey-reference.com/teams/EDM/2008.html,2007-08,NHL,Edmonton Oilers,82,41,35,0,6,88,.537,-0.07,0.12,4th,,C. MacTavish,01/01/2007,0
EDM,http://www.hockey-reference.com/teams/EDM/2007.html,2006-07,NHL,Edmonton Oilers,82,32,43,0,7,71,.433,-0.43,0.22,5th,,C. MacTavish,01/01/2006,0
EDM,http://www.hockey-reference.com/teams/EDM/2006.html,2005-06,NHL,Edmonton Oilers,82,41,28,0,13,95,.579,0.15,0.09,3rd,Lost Stanley Cup Finals,C. MacTavish,01/01/2005,0
EDM,http://www.hockey-reference.com/teams/EDM/2004.html,2003-04,NHL,Edmonton Oilers,82,36,29,12,5,89,.543,0.21,0.05,4th,,C. MacTavish,01/01/2003,0
EDM,http://www.hockey-reference.com/teams/EDM/2003.html,2002-03,NHL,Edmonton Oilers,82,36,26,11,9,92,.561,0.12,0.11,4th,Lost NHL Conference Quarter-Finals,C. MacTavish,01/01/2002,0
EDM,http://www.hockey-reference.com/teams/EDM/2002.html,2001-02,NHL,Edmonton Oilers,82,38,28,12,4,92,.561,0.34,0.06,3rd,,C. MacTavish,01/01/2001,0
EDM,http://www.hockey-reference.com/teams/EDM/2001.html,2000-01,NHL,Edmonton Oilers,82,39,28,12,3,93,.567,0.32,0.07,2nd,Lost NHL Conference Quarter-Finals,C. MacTavish,01/01/2000,0
EDM,http://www.hockey-reference.com/teams/EDM/2000.html,1999-00,NHL,Edmonton Oilers,82,32,26,16,8,88,.537,0.22,0.05,2nd,Lost NHL Conference Quarter-Finals,K. Lowe,01/01/1999,0
EDM,http://www.hockey-reference.com/teams/EDM/1999.html,1998-99,NHL,Edmonton Oilers,82,33,37,12,0,78,.476,0.02,-0.03,2nd,Lost NHL Conference Quarter-Finals,R. Low,01/01/1998,0
EDM,http://www.hockey-reference.com/teams/EDM/1998.html,1997-98,NHL,Edmonton Oilers,82,35,37,10,0,80,.488,-0.13,-0.02,3rd,Lost NHL Conference Semi-Finals,R. Low,01/01/1997,0
EDM,http://www.hockey-reference.com/teams/EDM/1997.html,1996-97,NHL,Edmonton Oilers,82,36,37,9,0,81,.494,0.03,-0.03,3rd,Lost NHL Conference Semi-Finals,R. Low,01/01/1996,0
EDM,http://www.hockey-reference.com/teams/EDM/1996.html,1995-96,NHL,Edmonton Oilers,82,30,44,8,0,68,.415,-0.78,0.00,5th,,R. Low,01/01/1995,0
EDM,http://www.hockey-reference.com/teams/EDM/1995.html,1994-95,NHL,Edmonton Oilers,48,17,27,4,0,38,.396,-0.92,0.06,5th,,G. Burnett,01/01/1994,0
